file	aeschylus	apollonius	aquinas	archimedes	aristophanes	aristotle	augustine	aurelius	bacon	berkeley	boswell	cervantes	chaucer	copernicus	dante	darwin	descartes	dostoevsky	engles	epictetus	euclid	euripides	faraday	fielding	fourier	freud	galen	galilei	gibbon	gilbert	goethe	harvey	hegel	herodotus	hippocrates	hobbes	homer	hume	huygens	james	kant	kepler	lavoisier	locke	lucretius	machiavelli	marx	melville	mill	milton	montaigne	montesquieu	newton	nicomachus	pascal	plato	plotinus	plutarch	ptolemy	rabelais	rousseau	shakespeare	smith	sophocles	spinoza	sterne	swift	tacitus	thucydides	tolstoy	virgil
/Users/eric/Desktop/machine-learning/carrels/burnet-c4l/burnet-sermon-020.txt	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000316355583676052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/Users/eric/Desktop/machine-learning/carrels/burnet-c4l/burnet-sermon-016.txt	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000282246683601468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/Users/eric/Desktop/machine-learning/carrels/burnet-c4l/burnet-ill-06.txt	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/Users/eric/Desktop/machine-learning/carrels/burnet-c4l/burnet-continuation-04.txt	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000744918591039694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/Users/eric/Desktop/machine-learning/carrels/burnet-c4l/c4l-Musing-07.txt	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/Users/eric/Desktop/machine-learning/carrels/burnet-c4l/burnet-sermon-019.txt	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000276778300581234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/Users/eric/Desktop/machine-learning/carrels/burnet-c4l/burnet-libertine-08.txt	0	0	0	0	0	8.18531554391422e-05	0	0	0	8.18531554391422e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000163706310878284	8.18531554391422e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.18531554391422e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/Users/eric/Desktop/machine-learning/carrels/burnet-c4l/burnet-collection-03.txt	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00024216984178237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/Users/eric/Desktop/machine-learning/carrels/burnet-c4l/burnet-history-05.txt	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000328245527654686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/Users/eric/Desktop/machine-learning/carrels/burnet-c4l/burnet-sermon-021.txt	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000325626831650928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
